review,place_rating,ID,title,place,rating,region,raw,감성점수,newrating,placecount,plusalpha
미리 예약 하고 방문 해서웨이 없이 김밥 받다 뭔가 예약 을해 야하다 번거롭다 김밥 자체 나쁘다 않다 한번 먹다,4,Storyteller669665,전날예약필수,오는정김밥,30,3,미리예약하고 방문해서 웨이팅없이 김밥을 받을 수 있었지만 뭔가 예약을해야한다는 번거로움? 김밥자체는 나쁘지 않았는데 한번쯤은 먹어볼만한..곳,-0.6,2.7,38,7.95 
바로 숙소 잡다 미리 예약 하고 시간 맞추다 받다 간후 호텔 에서 먹다 보다 솔직하다 특별하다 느낌 받다 있다,4,tourkwang,맛있긴 합니다,오는정김밥,30,3,바로 앞에 숙소를 잡아서 미리 예약하고 시간 맞춰서 받으러 간 후 호텔에서 먹어봤는데요...솔직히 특별하다는 느낌은 못 받았지만 맛은 있었어요,0.86,3.43,38,7.95 
이번 바로 숙소 잡다 편하다 먹다 역시 맛있다 몇년 만에 방문 제주도 몇년 전보 있다 같다 추천 하다 미리 전화하다,4,chankyul,제주 오면 한번 먹어봐야죠~,오는정김밥,50,3,"이번엔 바로 옆에 숙소를 잡아서 편하게 먹었음~!
역시나 맛있어요~! 몇년만에 방문한 제주도 몇년전 보다 맛이 있어진거 같아요ㅋ 추천합니당.
미리 전화하세요.",1,5.5,38,7.95 
맛없다 않다 근데 주문 하고 분기 다리다 후회 되다 않다 다리다 되다 김밥 찾다 똑같다 이해 않다 가다,4,Jeemin S,김밥천국이 나아요.,오는정김밥,20,3,맛없진 않아요. 근데 주문하고 40분 기다리는건 후회하게되요. 않 기다려도 되는 김밥집 찾으세요. 맛은 똑같을테니. 이해가 않가네.,-0.8,1.6,38,7.95 
처음 예약 하다 박대 하고 그래서 그리다 있다 유명하다 먹다 솔직 느낌 언론 조작 인가 싶다 정도 수준 이다 미슐랭 지정도 아니다 대단하다 이아 라는 예약 안해 사먹다 으로의 식이 바뀌다 하다 정도 주다 아니다 확실하다 두다 세상 포장 받다 갈다 주차장 마련 되어다 않다 주의 하고 시간 자다 맞추다 오라 글귀 정말 어처구니 없다 같다,4,Morrenavi,생각보다 과장된 곳 맛도 과장된 곳,오는정김밥,10,3,"처음엔 예약하셨냐고 문전박대 당하고!

그래서 그리 맛이 있고 유명한가 싶어 먹어본 솔직한 느낌은 언론조작인가? 싶은 그정도 수준 입니다

미슐랭 지정도 아니고 대단한곳이 아니라는건 예약을 안해도 사먹을수 있는곳 으로 의식이 바뀌었음 합니다.

그정도의 맛을 주는곳이 아니라고 확실히 말해두고 싶습니다

세상에 포장 받아갈때 주차장도 마련되어있지 않으면서 주의하고 시간 잘맞춰서 오라는 글귀 정말 어처구니가 없는 곳 같습니다",-0.33,0.84,38,7.95 
제주도 맛있다 김밥 군데 찾다 먹다 보다 계획 하고 가다 다다르다 전화 예약 을해 되다 하다 몇십 걸다 받다 않다 포기 하고 여기 오전 들리다 다행 사람 이별 없다 분기 다리 받다 가지 먹다 보다 김밥 사이즈 가두 하고 재료 많이 들어가다 특히 매콤 치킨 김밥 이제일 맛있다,4,xk0062682018,뜻밖에 맛있는 김밥,오는정김밥,50,3,"제주도 맛있는 김밥 몇군데 찾아서 먹어볼려고 계획하고 갔다
다른데는 전화예약을 해야된다고 해서 몇십번 걸어도 받질 않아 포기하고 여기를 오전에 들렸다
다행이 사람이 별로 없어 한 10분 기다리고 받았다
3가지 먹어봤는데 김밥 사이즈가 두툼하고 재료도 많이 들어가있다
특히 매콤치킨? 김밥이 제일 맛있었다",0.2,5.1,38,7.95 
고봉 김밥 훨씬 맛있다 예약 하다 기다리다 먹다 그런 아니다 과대 평가 되다 집맛 없다 건아 니지 명성 비다 오옷 그런 없다 지나치다 웨이 타임 비례 않다,4,Passport734172,기다림의 상술로 과대평가된 김밥집,오는정김밥,20,3,"고봉민김밥이 훨씬 맛있습니다.
예약해가며 기다려서먹을 그런집은 아니에요.
과대평가된 집.
맛이없는건아니지만 명성에비해 오옷하는 그런건없었어요.
지나친 웨이팅타임이 맛과 비례하지않습니다.",-0.22,1.89,38,7.95 
어떤 사람 번하다 번만 성공 종류 별하나 주문 일주 문성공 김밥 재료 튀기다 내다 맛없다 없다 하지만 먹다 생각 시간 많다 신분 한번,4,Paradise809542,예약이 힘들었던,오는정김밥,30,3,"어떤 사람은 400번 했다는데
저는 12번만에 성공!
종류별 하나씩 주문.당일주문 성공!
김밥재료들을 튀겨내서인지 맛없을 수 없었음
하지만 또 먹고 싶은 생각은…
시간 많으신분은 한번쯤",0.5,3.25,38,7.95 
엄청 기대하다 아니다 여행 스케줄 정해 가다 굳이 먹다 아니다 나쁘다 않다 체적 으로 간이 무척 세고 기름 지다 김밥 엄청 좋아하다 도좀물 리더 고요 한번 먹다 보다 만족하다,4,473hyunjink,그냥 특색있는 김밥,오는정김밥,20,3,"엄청 기대한건 아니었지만 여행스케줄 조정해가며 굳이 먹어볼만한 맛은 아니었어요.
맛이 나쁘진 않은데 대체적으로 간이 무척 세고 기름져서 김밥 엄청 좋아하는 저도 좀 물리더라구요. 한번 먹어본 것에 만족합니다.",-0.3,1.85,38,7.95 
점심 직원 먹기 위해 전날 미리 주문 예약 하다 점심때 받다 위해 서다 하루 예약 필수 이며 다른 시간대 의경 울다 해도 찾다 시간 간전 예약 하다 하다 정도 인기 재료 튀기다 들이다 많다 기름 많다 이어서 질리다 있다 새롭다 김밥 먹다 에게 추천 없다 않다 분명 맛있다 만나다 많이 먹다 힘들다,4,aelley,회사 점심,오는정김밥,30,3,"점심에 직원들과 먹기 위해 전날에 미리 주문 예약을 했다.
점심때 받기위해서는 하루전 예약이 필수이며, 다른 시간대의 경우는 못해도 찾으려는 시간의 3시간 전 예약은 해야할 정도로 인기.
재료를 튀긴 것들이 많아서 기름이 좀 많은 편이어서 질릴 수도 있지만 새로운 김밥을 먹고 싶은 분들에게 추천한다.
맛이 없진 않다. 분명 맛 있지만 나는 많이 먹긴 힘듬.",0.32,3.16,38,7.95 
모르다 인데 지인 추천 하다 오래전 방문 하다 제주 가게 되다 일부러 라도 들르다 이다 전화 로예 약하다 여유 시간 두다 야하다 정도 엄청나다 처음 뭐라다 먹다 자꾸 생각나다 이다 튀김 가루 섞다 그렇다 느낌 끄다 다른 김밥 이랑 다르다 희한하다 자꾸 생각나다 김밥 이다,4,annahyojin,현지인 추천 방문,오는정김밥,40,3,잘 몰랐던 곳인데 현지인이 추천해서 아주 오래 전 방문했다가 제주에 가게되면 일부러라도 들르는 곳입니다. 전화로 예약하는 것도 여유 시간을 둬야할 정도로 엄청난 인기. 처음엔 이게 뭐라고... 하지만 먹고 나면 자꾸 생각나는 맛입니다. 밥에 튀김가루를 섞은 그런 느낌이랄까... 다른 김밥이랑 좀 다르긴 해요. 희한하게 자꾸 생각나는 김밥입니다.,-0.11,3.95,38,7.95 
예약 하다 시간 찾다 가다 같다 엄청 특별하다 않다 지나다 나다 생각나다 이에요,4,LoveTravel452882,맛있어요,오는정김밥,40,3,예약하고 3시간쯤 후에찾으러 갔던거같아요 엄청 특별하진 않은데 지나고나면 생각나는 맛이에요,1,4.5,38,7.95 
올레 장가 혹시 하다 전화 해보다 시간 오라 고해 시장 보다 찾다 가다 오다 김밥 이제일 맛있다 고해 포장 해오다 먹다 독특하다 없다 않다 다만 주말 시간 기다리다 먹다 야하다 비추다 올레 시장 가시다 있다 미리 전화하다 두다 찾다 가시 아주 좋다 듯합,4,태영 김,올레시장간김에 포장해왔어요,오는정김밥,30,3,"올레시장가는길에 혹시나해서 전화해보니
한시간뒤에 오라고해서 시장보다 찾으러갔답니다
오는정김밥이 제일맛있다고해서 포장해와서 먹었는데 독특한것이 맛이 없진않더라구요
다만 주말에 3-4시간 기다려서 먹어야한다면
비추네요 올레시장가실일 있으면 미리
전화해두고 찾으러가시면 아주 좋을듯합니다",0.6,3.3,38,7.95 
에서 먹다 하고 예약 도시 간전 야합 맛있다 제주도 갈다 마다 먹다 제발 매장 확장 해주다,4,jihyeL181,3시간전 전화예약,오는정김밥,40,3,"홀에서 먹지도 못하고 예약도 3시간전에 해야합니다. 맛있어서 제주도 갈때마다 먹는데요
제발 매장확장 해주세요~",0,4,38,7.95 
지인 정말 맛있다 하다 가보다 가게 에서 바로 구매 지도 하고 예약 간전 미리 하다 너무 먹기 힘드다 비다 실망 스럽다 어차피 주문 들어가다 시간 기다 제주 에서 왜꼭 시간 찾아가다 효율 시스템 이이해 하다 어렵다,4,e2rs0000,엄청 맛있다고 추천받았는데...,오는정김밥,20,3,"지인이 정말 맛있었다고 해서 가봤는데요. 가게에서 바로 구매하지도 못하고, 예약도 몇시간 전에 미리 해야하고 너무 먹기 힘든거에 비해 실망스러웠네요. 어차피 주문은 들어간건데 이동시간도 긴 제주에서 왜 꼭 그시간에 찾아가야하는지 비효율적인 시스템이 이해하기 어려워요.",0.38,2.19,38,7.95 
너무 맛있다 먹다 보라 하다 전화하다 찾다 오라 하다 바로 먹다 없다 김밥 맛집 어디 서도 맛보다 없다 독특하다 김밥 분명하다 요전 기본 김밥 이제일 맛있다 일행 치즈 떡갈비 멸치 각자 맛있다 다르다 유부 들어가다 특별하다 맛꼭 먹다 보다,4,sohyoungp,제주지인에게 추천받은 김밥,오는정김밥,40,3,"너무 맛있다고 꼭먹어보라해서 10시쯤 전화했는데 3시에 찾으러오라고 하더라구요
바로먹을수없는 김밥맛집!
어디서도 맛볼수없는 독특한 김밥임은 분명해요
전 기본김밥이 제일맛있었는데 일행들은 치즈 떡갈비 멸치 각자 맛있는게 다르더라구요^^
유부가들어간 특별한 맛 꼭 먹어보세요",0.6,4.3,38,7.95 
먹다 매우 먹기 힘드다 유명하다 김밥 이다 개인 으로 김밥 취향 이아 니지 먹기 힘드다 김밥 이라 누가 사다 먹다 사실 재료 튀기다 느끼하다 물리다 어린이 입맛 이다,4,ray1279,매우 유명한 김밥집,오는정김밥,30,3,먹고 싶어도 매우 먹기가 힘든 유명한 김밥집입니다 개인적으로 김밥은 저의 취향이 아니지만 먹기 힘든김밥이라 누가사다주면 먹습니다 사실 재료를 다 튀겨서 좀 느끼하고 물리는 어린이 입맛입니다,-0.67,2.67,38,7.95 
식빵 자다 자르다 기름 잔뜩 먹다 튀기다 넣다 김밥 씹다 때안 에서 식빵 튀기다 식감 에서 흘러나오다 기름 터지다 순전하다 생각 이지 그걸 넣다 김밥 이란 건아 예약 하고 먹다,4,sunasea,꼭 먹어야 할까?,오는정김밥,20,3,식빵 잘게 잘라서 기름 잔뜩 먹게 튀긴걸 넣은듯한.. 김밥 씹을때 안에서 딱 식빵튀긴 식감과 그안에서 흘러나오는 기름이 퐝 터져요. 순전히 내 생각이지 그걸 넣은 김밥 이란건 아니랍니다.. 맛은 꼭 예약하고 먹어야하나 싶네요,-1,1.5,38,7.95 
전체 으로 기르다 느낌 이드 김밥 이다 유명 맞다 독특하다 생각 들다 다만 가격 은천 좀비 싸다 펴다 같다 오전 싸다 갈다 생각 으로 전날 저녁 화예 약하다 정말 주문 많이 밀리 덥다 당일 가면 주문 하다 참다 좋다,4,sungbuddaface,"독특한 맛, 가격은 조금 비싸단 느낌",오는정김밥,30,3,"전체적으로 기름지다는 느낌이 드는
김밥이었지만, 유명세에 맞게 독특하단
생각은 들었습니다
다만 가격은 (3천) 좀 비싼 편인 것 같네요

오전에 싸갈 생각으로 전날 저녁
전화예약했는데 정말 주문이 많이 밀리더군요
당일에 가면 주문을 못할 수 있으니
참고하시는 게 좋겠습니다",0.38,3.19,38,7.95 
간전 예약 하다 시전 예약 하다 안전하다 같다 떡갈비 기본 먹다 맛있다 인생 김밥 이예 요다음 다른 김밥 먹다 보고 싶다 아침 열다 사오다 따뜻하다 먹다 맛있다 서비스 친절하다 불친절하다 않다,4,Hyun-jung K,맛있어요.,오는정김밥,40,3,"꼭 3시간전에 예약하세요.4시전에 예약하는 게 안전할 거 같아요. 떡갈비랑 기본 먹었는데 맛있어요. 제 인생김밥이예요. 다음엔 다른김밥도 꼭 먹어보고 싶어요.
아침에 열면 사오고싶었는데... 따뜻할 때 먹는 게 맛있더라고요.
서비스는 친절하지도 불친절하지도 않아요.",0.64,4.32,38,7.95 
전화 로예 약하다 받다 가다 튀김 바삭 지도 않다 딱딱하다 기다 그리고 기름 너무 많다 이발 라서 기름 뚝뚝 떨어지다 김밥 크기 굵다 않다 기본 김밥 이다 김밥 좋아하다 김밥 이란 김밥 먹다 보다 다른 프랜차이즈 김밥 훨씬 크다 맛있다 정말 비추다 굳이 예약 하다 먹다 김밥 이아,4,Companion809618,별로네요,오는정김밥,20,3,"전화로 예약해서 받으러 갔는데 튀김은 바삭하지도 않을뿐더러 딱딱하고 질깁니다.
그리고 기름을 너무 많이 발라서 기름이 뚝뚝 떨어집니다.
김밥크기도 굵지도 않는데 기본 김밥이 한줄에 3000원입니다.
제가 김밥을 좋아해서 김밥이란 김밥은 다 먹어봤는데
다른 프랜차이즈 김밥이 훨씬크고 맛도 맛있습니다.
정말 비추합니다. 굳이 예약해서 먹을 김밥이 아님.",0.46,2.23,38,7.95 
두번째 방문 하다 오는 김밥 깻잎 김밥 주문 하다 역시 오는 김밥 맛있다 예약 시스템 조금 불편하다,4,nylee521,오는정김밥이 제일 맛있어요!,오는정김밥,40,3,"두번째로 방문했는데요, 오는정 김밥과 깻잎김밥을 주문했는데 역시 오는정김밥이 맛있네요. 예약 시스템은 조금 불편하긴 하네요..ㅠ",0.5,4.25,38,7.95 
예약 하다 모르다 먹다 지난번 여행 먹다 보다 하다 전화 예약 후시 찾다 오라 고해 드디어 먹다 정말 생기다 보통 김밥 인데 무엇 인지 모르다 바삭바삭 한식 재료 아주 맛있다 진짜 먹다 계속 먹다 김밥 이다 여행 마지막 예약 하다 공항 가다 먹다,4,Pioneer809650,인생김밥 만났습니다.,오는정김밥,40,3,예약을 해야하는걸 몰라서 못 먹었다가 지난번 여행엔 꼭 먹어보자해서 오전에 전화예약 후 1시에 찾으러 오라고 해서 드디어 먹었습니다. 정말 생긴건 보통의 김밥인데 뭔지 모르겠는데 바삭바삭한 식감의 재료가 아주 맛있었어요. 진짜 먹으면서도 계속 먹고 싶은 김밥이였구요. 여행 마지막날엔 또 예약해서 공항가서 먹었습니다.,0.08,4.04,38,7.95 
가다 자꾸 가르치다 이렇게 까지 하다 김밥 먹다 생각 하다 평소 사먹다 김밥 과는 뭔가 다르다 아니다 불만 있다 몇몇 맛있다 겁나다 먹다 지나가다 이면 들다 한번 사먹다 괜찮다 굳이 찾아가다 필요 없다,4,Jooops,기다려서. 먹을만함,오는정김밥,40,3,가는 중에. 네비가 자꾸엄한곳을. 가르쳐서. 이렇게까지. 해서. 김밥을. 먹어야 하나. 생각했는데 평소에. 사먹건. 김밥과는. 뭔가. 다름니다. 저뿐만 아니라. 불만있던 몇몇도 맛있다 ~~하며. 겁나. 먹었음 지나가는길이면. 들러서. 한번. 사먹는 것도. 괜찮음. 굳이 찾아갈. 필요는. 없음,-0.3,3.85,38,7.95 
대부분 평이 좋다 않다 맛있다 먹다 예약 가장 크다 관건 하다 미리 전화하다 서예 약하다 먹다 제주도 반년 넘다 와이프 좋아하다 김밥 이다 있다,4,HsL47,예약해야하는걸 알고가셔야해요,오는정김밥,40,3,"대부분 평이 좋지 않군요
저는 맛있게 먹었는데
예약이 가장 큰 관건인듯 합니다
미리전화하셔서 예약해야 먹을수가 있습니다
제주도에 반년넘게 있으면서 와이프가 좋아한 김밥입니다 맛도 있구요",0.67,4.34,38,7.95 
남자친구 지인 제주도 가면 먹다 김밥 이라고 하다 가다 시간 김밥 받다 다그 서시 받다 오다 예약 하고 여행 으로 가다 일정 맞다 이틀 다른 여행지 가다 미리 전화 예약 하고 드디어 먹다 맛있다 김밥 먹다 시간 부터 예약 하고 기다리다 힘들다 한번 먹다 볼맛 이지만 다음 부터는 먹다 기다리다 싶다 않다,4,Adelaveronica,기다려서 먹는 김밥 치고는..,오는정김밥,30,3,남자친구 지인이 제주도 가면 꼭 먹고 오는 김밥이라고 해서 갔는데 5시간 후에 김밥을 받을 수 있다고 한다.. 그래서 5시간 후에 받으러 온다하고 예약하고 감. 여행으로 간거라 일정에 안맞아 이틀 후 다른 여행지 가는길에 미리 전화로 예약하고 드디어 먹었다. 맛있었는데 김밥 먹으려고 몇 시간 전부터 예약하고 기다리고.. 힘들다. 한 번 쯤은 먹어 볼 맛이지만 다음부터는 이거 먹으려고 기다리고 싶지는 않음.,-0.08,2.96,38,7.95 
둘째 아침 방문 하다 애매하다 시간 오르다 셋째 아침 방문 하다 하다 일반 참치 깻잎 으로 주문 하다 보통 가격 보다 조금 더비 싸다 맛있다 기대 먹다 늘다 별반 다르다 없다 ㅠㅠㅠ 그냥 그렇다,4,verygood2,오는정김밥 맛 후기,오는정김밥,20,3,"둘째날 아침에 방문했는데 애매한 시간에 오라 하셔서 셋째날 아침에 방문하기로하고 일반, 참치, 깻잎으로 주문했습니다. 보통 가격보다 조금 더 비싸길래 맛있을거란 기대로 먹엇는데... 별반 다를게 없고 ㅠㅠㅠ 그냥 그랬어요",0.67,2.34,38,7.95 
오는 김밥 맛있다 유명하다 전날 예약 하다 먹다 가다 너무 기대 하다 그렇다 맛있다 생각 하다 만큼 맛있다 않다 다른 김밥 고다르 용이 튀기다 있다 기름 이나 니깐 으로 잡고 들다 말다 젓가락 으로 들다,4,kimhy0131,예약을해야 먹을 수 있는 김밥,오는정김밥,30,3,오는정김밥이 맛있다고 유명하길래 전날 예약을하고 먹으러갔는데 너무 기대를해서그런지 맛있긴한데 생각했던것만큼 맛있지는 않았어요. 다른김밥하고 다르게 속에내용이 튀겨져있어서 기름이 나오니깐 손으로잡고드시지마시고 젓가락으로 드세요.,0.64,3.32,38,7.95 
우진 해장국 맛집 으로 알려지다 가보다 기본 으로 웨이 있다 같다 제주 토속 음식 이라 신선하다 체험 이다,4,Culture28022743758,제주토속음식,우진해장국,40,4,"우진해장국 제주맛집으로 알려져있어 가본곳
기본적으로 웨이팅이 있는곳같다
제주토속음식이라 신선한맛체험이었다",1.5,4.75,131,8.67 
일행 이랑 월요일 시경 착하다 시간 정도 기르다 친후 배정 되다 칸막이 없다 테이블 다른 마주 보다 식사 이다 테이블 중간 리터 생수 으로 나누다 말다 되어다 다행 가지 고다 생수 있다 비치 되다 생수 건드리다 않다 대기 에도 수시로 카운터 근처 오다 번호 불리 신경 써다 하다 순서 놓치다 새롭다 번호 뽑다 야하다 매일 찾아오다 고객 많다 업다 위주 진행 되다 느낌 이다 개인 으로 은재 방문 의사 가입,4,July_Stone,"방역 과 청결에 무신경 이지만, 맛집이라고 알려진 곳",우진해장국,20,4,"일행이랑 2명이서 월요일 2시경 도착해서 한시간 정도 대기를 거친후 배정된 곳은 칸막이 없는 4인 테이블에 다른팀 2인이 마주보며 식사중인 곳 이였습니다. 테이블 중간에 2리터 생수병을 컵으로 나눠 마시게 되어 있었습니다. 다행이 가지고 다니던 생수가 있어서 비치된 컴과 생수를 건드리지 않았습니다.

대기중에도 수시로 카운터 근처로 와서 내 번호가 불리가 신경 써야 했고, 내 순서를 놓치면 새로 번호표를 뽑아야 했습니다.

매일 찾아오는 고객이 많으니 업소 위주로 진행되는 느낌입니다.

개인적으로 이곳은 재방문 의사가 0% 입니다.",0.17,2.09,131,8.67 
전통 향토음식 몸국 고사리 해장국 전문점 흔하다 않다 먹다 보다 대기 주다 금방 줄어들다 식사 하다 보통 이다,4,lovely9050,전통적인 제주 음식,우진해장국,30,4,"전통적인 제주 향토 음식
몸국 과 고사리 해장국 전문점
흔하지 않으니 먹어보러감
대기줄 있고 금방 줄은 줄어들어 식사할수있구
맛은 보통 입니다",0.33,3.17,131,8.67 
맛있다 반찬 깔끔하다 국도 좋다 해산물 좋아하다 몸국 고기 좋아하다 육개장 들다 빈대떡 먹다 ㅜㄹ 먹다,4,Vacation790612,맛있네요 반찬들도 깔끔합니다 ! 저는 몸국도 좋았어요,우진해장국,50,4,"맛있네요 반찬들도 깔끔합니다 ! 저는 몸국도 좋았어요 해산물을 좋아하시는 분들은 몸국 , 육고기 좋아하시는 분들은 육개장 드세요 ^^_^
빈대떡도 먹고 싶었는데 배ㅜㄹ러서 못먹었네용",1.14,5.57,131,8.67 
맛있다 먹다 웨이 이기다 기다리다 충분하다 먹다 맛있다 특이하다 육개장 이기다 하다 고사리 닭고기 육수 인지 엄청 감칠맛 많이 주차 시간 까지는 무료 이니 참다,4,Hunkim_kor,저는 맛있게 먹었어요. 웨이팅이 긴데 기다리면,우진해장국,40,4,저는 맛있게 먹었어요. 웨이팅이 긴데 기다리면 충분히 먹겠더라구요. 맛있고 특이합니다. 육개장 맛이긴합니다. 고사리에 닭고기 육수 인지 엄청 감칠맛 많이 나고 주차1시간 까지는 무료이니 참고하세요,0.64,4.32,131,8.67 
도대체 이렇게 맛있다 맛있다 화나다 지경 이제껏 제주도 오가면 왜안 먹다 에게 화남 들다 고사리 해장국 몸국 두다 존맛둘 가다,4,saengsuy,뭡니까??????,우진해장국,50,4,"도대체 왜이렇게 맛있나요???!!!!
맛있어서 화날지경!!!!!!!
이제껏 제주도 오가면서 왜 안먹었을까!!! 나에게 화남!!! 꼭드세염 고사리해장국와 몸국 둘다 존맛! 둘이가서 하나씩!!!!!",0,5,131,8.67 
