place_name,place_rating,reviewer_name,review_title,review_content,user_rating,detail_price,detail_service,detail_food,권역(동 1 서 2 남 3 북 4
오는정김밥,4,sohyoungp,제주지인에게 추천받은 김밥,"너무 맛있다고 꼭먹어보라해서 10시쯤 전화했는데 3시에 찾으러오라고 하더라구요
바로먹을수없는 김밥맛집!
어디서도 맛볼수없는 독특한 김밥임은 분명해요
전 기본김밥이 제일맛있었는데 일행들은 치즈 떡갈비 멸치 각자 맛있는게 다르더라구요^^
유부가들어간 특별한 맛 꼭 먹어보세요",40,40,40,40,3
오는정김밥,4,ray1279,매우 유명한 김밥집,먹고 싶어도 매우 먹기가 힘든 유명한 김밥집입니다 개인적으로 김밥은 저의 취향이 아니지만 먹기 힘든김밥이라 누가사다주면 먹습니다 사실 재료를 다 튀겨서 좀 느끼하고 물리는 어린이 입맛입니다,30,30,30,30,3
오는정김밥,4,sunasea,꼭 먹어야 할까?,식빵 잘게 잘라서 기름 잔뜩 먹게 튀긴걸 넣은듯한.. 김밥 씹을때 안에서 딱 식빵튀긴 식감과 그안에서 흘러나오는 기름이 퐝 터져요. 순전히 내 생각이지 그걸 넣은 김밥 이란건 아니랍니다.. 맛은 꼭 예약하고 먹어야하나 싶네요,20,20,20,20,3
오는정김밥,4,sungbuddaface,"독특한 맛, 가격은 조금 비싸단 느낌","전체적으로 기름지다는 느낌이 드는
김밥이었지만, 유명세에 맞게 독특하단
생각은 들었습니다
다만 가격은 (3천) 좀 비싼 편인 것 같네요

오전에 싸갈 생각으로 전날 저녁
전화예약했는데 정말 주문이 많이 밀리더군요
당일에 가면 주문을 못할 수 있으니
참고하시는 게 좋겠습니다",30,30,30,30,3
오는정김밥,4,Hyun-jung K,맛있어요.,"꼭 3시간전에 예약하세요.4시전에 예약하는 게 안전할 거 같아요. 떡갈비랑 기본 먹었는데 맛있어요. 제 인생김밥이예요. 다음엔 다른김밥도 꼭 먹어보고 싶어요.
아침에 열면 사오고싶었는데... 따뜻할 때 먹는 게 맛있더라고요.
서비스는 친절하지도 불친절하지도 않아요.",40,30,30,30,3
오는정김밥,4,Companion809618,별로네요,"전화로 예약해서 받으러 갔는데 튀김은 바삭하지도 않을뿐더러 딱딱하고 질깁니다.
그리고 기름을 너무 많이 발라서 기름이 뚝뚝 떨어집니다.
김밥크기도 굵지도 않는데 기본 김밥이 한줄에 3000원입니다.
제가 김밥을 좋아해서 김밥이란 김밥은 다 먹어봤는데
다른 프랜차이즈 김밥이 훨씬크고 맛도 맛있습니다.
정말 비추합니다. 굳이 예약해서 먹을 김밥이 아님.",20,20,20,20,3
오는정김밥,4,nylee521,오는정김밥이 제일 맛있어요!,"두번째로 방문했는데요, 오는정 김밥과 깻잎김밥을 주문했는데 역시 오는정김밥이 맛있네요. 예약 시스템은 조금 불편하긴 하네요..ㅠ",40,40,40,40,3
오는정김밥,4,Pioneer809650,인생김밥 만났습니다.,예약을 해야하는걸 몰라서 못 먹었다가 지난번 여행엔 꼭 먹어보자해서 오전에 전화예약 후 1시에 찾으러 오라고 해서 드디어 먹었습니다. 정말 생긴건 보통의 김밥인데 뭔지 모르겠는데 바삭바삭한 식감의 재료가 아주 맛있었어요. 진짜 먹으면서도 계속 먹고 싶은 김밥이였구요. 여행 마지막날엔 또 예약해서 공항가서 먹었습니다.,40,40,40,40,3
오는정김밥,4,Jooops,기다려서. 먹을만함,가는 중에. 네비가 자꾸엄한곳을. 가르쳐서. 이렇게까지. 해서. 김밥을. 먹어야 하나. 생각했는데 평소에. 사먹건. 김밥과는. 뭔가. 다름니다. 저뿐만 아니라. 불만있던 몇몇도 맛있다 ~~하며. 겁나. 먹었음 지나가는길이면. 들러서. 한번. 사먹는 것도. 괜찮음. 굳이 찾아갈. 필요는. 없음,40,40,40,40,3
오는정김밥,4,HsL47,예약해야하는걸 알고가셔야해요,"대부분 평이 좋지 않군요
저는 맛있게 먹었는데
예약이 가장 큰 관건인듯 합니다
미리전화하셔서 예약해야 먹을수가 있습니다
제주도에 반년넘게 있으면서 와이프가 좋아한 김밥입니다 맛도 있구요",40,40,40,40,3
오는정김밥,4,Adelaveronica,기다려서 먹는 김밥 치고는..,남자친구 지인이 제주도 가면 꼭 먹고 오는 김밥이라고 해서 갔는데 5시간 후에 김밥을 받을 수 있다고 한다.. 그래서 5시간 후에 받으러 온다하고 예약하고 감. 여행으로 간거라 일정에 안맞아 이틀 후 다른 여행지 가는길에 미리 전화로 예약하고 드디어 먹었다. 맛있었는데 김밥 먹으려고 몇 시간 전부터 예약하고 기다리고.. 힘들다. 한 번 쯤은 먹어 볼 맛이지만 다음부터는 이거 먹으려고 기다리고 싶지는 않음.,30,30,30,30,3
오는정김밥,4,verygood2,오는정김밥 맛 후기,"둘째날 아침에 방문했는데 애매한 시간에 오라 하셔서 셋째날 아침에 방문하기로하고 일반, 참치, 깻잎으로 주문했습니다. 보통 가격보다 조금 더 비싸길래 맛있을거란 기대로 먹엇는데... 별반 다를게 없고 ㅠㅠㅠ 그냥 그랬어요",20,20,20,20,3
오는정김밥,4,kimhy0131,예약을해야 먹을 수 있는 김밥,오는정김밥이 맛있다고 유명하길래 전날 예약을하고 먹으러갔는데 너무 기대를해서그런지 맛있긴한데 생각했던것만큼 맛있지는 않았어요. 다른김밥하고 다르게 속에내용이 튀겨져있어서 기름이 나오니깐 손으로잡고드시지마시고 젓가락으로 드세요.,30,20,20,20,3
우진해장국,4,Culture28022743758,제주토속음식,"우진해장국 제주맛집으로 알려져있어 가본곳
기본적으로 웨이팅이 있는곳같다
제주토속음식이라 신선한맛체험이었다",40,40,40,40,4
우진해장국,4,July_Stone,"방역 과 청결에 무신경 이지만, 맛집이라고 알려진 곳","일행이랑 2명이서 월요일 2시경 도착해서 한시간 정도 대기를 거친후 배정된 곳은 칸막이 없는 4인 테이블에 다른팀 2인이 마주보며 식사중인 곳 이였습니다. 테이블 중간에 2리터 생수병을 컵으로 나눠 마시게 되어 있었습니다. 다행이 가지고 다니던 생수가 있어서 비치된 컴과 생수를 건드리지 않았습니다.

대기중에도 수시로 카운터 근처로 와서 내 번호가 불리가 신경 써야 했고, 내 순서를 놓치면 새로 번호표를 뽑아야 했습니다.

매일 찾아오는 고객이 많으니 업소 위주로 진행되는 느낌입니다.

개인적으로 이곳은 재방문 의사가 0% 입니다.",20,10,10,10,4
우진해장국,4,lovely9050,전통적인 제주 음식,"전통적인 제주 향토 음식
몸국 과 고사리 해장국 전문점
흔하지 않으니 먹어보러감
대기줄 있고 금방 줄은 줄어들어 식사할수있구
맛은 보통 입니다",30,30,30,30,4
우진해장국,4,Vacation790612,맛있네요 반찬들도 깔끔합니다 ! 저는 몸국도 좋았어요,"맛있네요 반찬들도 깔끔합니다 ! 저는 몸국도 좋았어요 해산물을 좋아하시는 분들은 몸국 , 육고기 좋아하시는 분들은 육개장 드세요 ^^_^
빈대떡도 먹고 싶었는데 배ㅜㄹ러서 못먹었네용",50,50,50,50,4
우진해장국,4,Hunkim_kor,저는 맛있게 먹었어요. 웨이팅이 긴데 기다리면,저는 맛있게 먹었어요. 웨이팅이 긴데 기다리면 충분히 먹겠더라구요. 맛있고 특이합니다. 육개장 맛이긴합니다. 고사리에 닭고기 육수 인지 엄청 감칠맛 많이 나고 주차1시간 까지는 무료이니 참고하세요,40,40,40,40,4
우진해장국,4,saengsuy,뭡니까??????,"도대체 왜이렇게 맛있나요???!!!!
맛있어서 화날지경!!!!!!!
이제껏 제주도 오가면서 왜 안먹었을까!!! 나에게 화남!!! 꼭드세염 고사리해장국와 몸국 둘다 존맛! 둘이가서 하나씩!!!!!",50,50,50,50,4
우진해장국,4,tripjeudi,특이한 식감의 해장국,"출장 차 공항근처 맛집으로 검색해서 와본 해장국집.
오후 4:50 내가 첫 손님이었는데 금새 많아졌다.
고사리가 고기처럼 느껴진다.",40,40,40,40,4
우진해장국,4,sooyean,전쟁시 먹는 죽,"맛의 정체성 상실! 당면의 전분이 뭉개져 걸쭉한 곳에 닭고기 껍질등을, 갈은 고사리와 함께 끓인 것, 하루만 익힌 듯한 오징어 젓갈, 두꺼운 부추 절임 전시라면 먹을 것 같은 꿀꿀이죽! 하긴 코로나와의 전쟁시기이긴 하네요 대기한 시간 아까워요 밥은 새모이 같은 조를 뿌려놓음",10,10,10,10,4
우진해장국,4,chanhe12,고사리 해장국 진짜 맛있습니다.,이건 어디서 못 먹어볼 맛입니다. 첫 비주얼은 그냥 좀 그런데 먹어보면 와... 진짜 담에 제주도 여행가게 되면 첫날 첫 식사와 돌아갈날 마지막 식사는 여기서 할려구요 ㅋㅋㅋ,50,50,50,50,4
우진해장국,4,melisa6046,맛집이라 방문,"해장국이라는 생각을 하고 간다면 오산~ 처음에 죽인가? 싶은 비주얼~
그런데 이건 이 맛은 도대체 뭐지? 어떻게 이렇게 맛있지라는 생각과 함께 흡입~~
너무 뜨겁긴 했지만 맛있고 제주도 간다면 반드시 또 방문하리라~",50,40,40,40,4
우진해장국,4,지 엄,부모님 모시고 온다면 꼭 한번 먹을만함,우선 줄이 진짜 길다. 줄이 없는 시간은 아침 7시~8시 사이 그리고 저녁시간 뿐이다. 또 근데 생각보다 줄은 빨리 빠지는 느낌이다. 부모님과 온다면 고사리육개장과 몸국은 한번 먹어 볼 만하다.,40,40,40,40,4
우진해장국,4,BoramK126,ㄱㅗㅅㅏㄹㅣㅇㅠㄱㄱㅐㅈㅏㅇ,"고사리육개장, 몸국을 파는곳으로 제주도 토속 음식을 먹어보고싶으면 들르기 좋은곳. 공항과 가까워 떠나기전 먹기 좋다.
고기와 고사리가 갈리듯이 푹고와져있어 부드럽게 먹을 수 있고 맛이 자극적이지 않다.
따뜻한 국물 음식에 밥을 말아 먹고 싶다면 제격이다.",50,50,50,50,4
우진해장국,4,superdupermoon,제주를 떠나기 전 우진 해장국에서 든든하게 채우고 가세요,친구들의 강력 추천으로 제주를 떠나기 전 마지막 저녁식사 하러 간 곳이다. 제주 몸국과 고사리해장국 맛집이다. 평소에는 줄이 계속 있다던데 줄 안서서 바로 들어가서 좋았다. 고사리해장국은 처음 먹어 보는데 되게 걸쭉하고 고소한것이 치명적인 맛이었다.,50,50,50,50,4
우진해장국,4,TrailBlazer719845,호불호 갈려요,"고사리 육개장이라고 해서, 또 공항 근처이기도해서 갔는데 이미 대기자가 많아서 거의 2시간 기다렸다가 먹었어요
손님이 많아그런지 직원들이 힘이들어 친절하진 않더라구요. 제 입맛에는 그저그랬어요",20,20,20,20,4
우진해장국,4,Jet805539,제주식 고사리 해장국,"이제는 흔하게 먹을 수 없는 제주식 고사리 해장국을 맛 볼 수 있는 곳입니다.
되직한 국물에 밥을 비벼 먹으면 한결 맛있습니다.
다만 웨이팅이 길어 자주 가기에는 꺼려집니다.",50,50,50,50,4
우진해장국,4,ecotraveler2019,모두의 취향은 아닌,"새벽 일찍 문을 여는 식당이 별로 없는 제주에서
이른 시간에 식사할 수 있는 소문난 해장국집.
분명 독특한 해장국집이지만 호불호가 있을 듯.
색다른 경험이지만 기대보다 실망이 컷던 식당.",30,30,30,30,4
우진해장국,4,xxkimxxrixx,맛있어요!!!,"처음엔 긴가민가 하면서 갔었는데 그 뒤로는 종종 가게 됐어요
다른데서 먹는 육개장이랑은 좀 다른 느낌입니다만
부드럽지만 씹는 맛이 있고 술술 잘 넘어가요~!
집에서 멀어서 자주는 못가지만 생각나는 집!!!",50,50,50,50,4
우진해장국,4,shgusthd,해장국은 별로 선호하는 음식이 아니라서...,제주의 몇몇 유명한 해장국집들 중 단연 평가 점수가 높은데는 이유가 있을거라 생각하고 한 번쯤? 가볼만한 정도입니다. 제주산 고사리가 들어가서 더 유명한거겠죠?,30,30,30,30,4
우진해장국,4,OnAir783422,고사리해장국이 맛있어요,"평일 낮에 가도 웨이팅은 20팀정도 있었는데 국밥집이라 금방 주는 것 같아요.
고사리 해장국은 맛있는데 몸국?은 별로인것 같아요 ㅜㅜ 비린맛이 조금 느껴져요",30,30,30,30,4
우진해장국,4,Discover508605,맛있네요,"걸쭉하니 맛있네요
워낙 유명한곳이지만 고사리?가 들어간다고하여 걱정도했지만
거부감 없이 잘 먹을수 있었습니다 좋네요",40,40,40,40,4
우진해장국,4,Wanderer809192,걸쭉해요.,"고사리를 워낙 좋아해서 먹으러 가봤어요.. 처음 먹을때는 고소하고 끈적한 국물이 좋았는데 먹다보니 고기 누린내가 나는거 같아서, 저는 먹다 남겼어요.. 주차는 바로 앞에 공영주차장이 있습니다.",30,50,50,50,4
우진해장국,4,Buenyumyum,든든한 한끼!,"육개장이랑 녹두빈대떡 먹었어요.

푹 고아진 고사리랑 고기 때문인지
국물이 진짜 걸죽하고 진해요~

서두르지 않으면 대기시간이 길어지기는 하지만,
잠깐만 기다리면 맛있는 음식을 먹을 수 있어요:)",50,50,50,50,4
우진해장국,4,Akira327,제주도 올 때 마다 가는곳,"여긴 제주도 올 때 마다 가는곳이고 지인들한테도 추천하는 곳이예요.
유명한 곳이라 2~30분 정도 대기시간이 있지만 맛 보면 이해되는 곳!",50,50,50,50,4
우진해장국,4,lizkim80,맛있어요,"도착하자 마자 배고파서 그런지 먹어 보지 못한 새로운맛에 더 더 맛있게 느껴졌어요
줄이 길었지만 금방금방 줄더라구요
역시나 인기 있는 음식점이라 주차는 아주 힘들어요 .",40,40,40,40,4
우진해장국,4,nebula0523,맛 좋아요,호불호가 갈리겠지만 걸죽한걸 싫어하지 않는다면 고사리육계장 맛이 좋아요. 해장국도 시원칼칼하고 하지만 하이라이트는 녹두빈대떡이 정말 맛있었어요.,50,50,50,50,4
우진해장국,4,Camper650897,정말 밥만 빨리 먹고 나와야 하는 집,"너무 유명해서 웨이팅이 너무 길다. 그리고 서빙하는 아주머니들은 많은 방문객의 주문을 소화하기엔 힘들어보였다. 여기저기 주문이 안들어갔다는 얘기도 들리고... 반찬도 한두개씩 빼먹고 주는 등 굉장히 정신없어보였다. 정말 밥만 빨리 먹고 나와야 하는집!! 기다리는 사람이 엄청 많아서 눈치껏 빨리 일어나줘야한다.
고사리 해장국은 첫입에 맛있다는 느낌이 있고 몸국은 첫입보다는 계속 먹을 수록 은근히 맛있는 것 같다.",40,40,40,40,4
우진해장국,4,pic_bd,웨이팅만 없으면 매일 가고 싶은 곳.,"처음 이곳을 추천받았을 때
'무슨 제주도까지와서 육개장을 먹어'생각하고
몇 차례 기회가 있었지만 방문하지 않았다.

그럼에도 강하게 추천을 받아서 가보았는데 이건 비쥬얼부터 내가 알던 그 육개장이 아니다.

난 먼저 한 번 경험해보라고 권하고 싶다.
독특한 식감과 고소하며 얼큰한 맛이 일품이다.

이곳에서 몸국도 먹어봤는데 개인적으로 육개장이 더 맞더라...",40,40,40,40,4
우진해장국,4,aelley,몸국,"몸국이라는 국을 제주에서 처음 접하는 사람들과 기존에 먹어본 사람들도 와서 먹기 좋다.
제주에서 나오는 해조류 몸을 넣은 국으로 베이스는 사골과 같다. 해조류를 좋아하는 사람이라면 먹어보길 추천한다. 잘못 된 곳에서 먹었을 때 돼지 비린내가 나는 경우도 있으니 처음 경험은 되도록 많은 이들이 추천한 곳에서 드시길.
다만 점점 관광객이 늘어나 꽤 대기를 길게 해야하는 단점이 있지만 회전율이 빨라서 기다릴 만 하다.",50,50,50,50,4
우진해장국,4,KyungmiL20,냄새남,"음 고사리냄새라기 보다 고기 누린내 같은게 났어요
20분 기다려서 먹었는데
왜 여길 기다려서 까지 먹어야 하나 싶었습니다 .. 많이 아쉬웠던 아침 식사였어요",20,20,20,20,4
우진해장국,4,GrandTour817048,색다름,제주도에서 흑돼지말고 색다른거 먹고싶은 사람들에게 추천합니다. 몸국이랑 고사리 해장국을 먹었는데 둘 다 특이하면서도 맛있었음.,50,50,50,50,4
우진해장국,4,yoojinc305,가성비 최고,"줄을 서야한다했는데
운이 좋았는지 저녁6시왔더니
줄서지 안고 바로 주문함
고사리 육개장과 몸국을 시켰는데
생소한 비쥬얼로 등장해서 아이가 안먹겠다고 했는데 막상 먹어보더니 맛있다며 싹비움.

몸국보단 고사리 육개장이 더 인기가 있었음.
고기도 고사리도 푹 과서 다진건지 죽처러먹기가 편함 ^^",50,50,50,50,4
우진해장국,4,hyojeongLim505,업무 출장중 아침 식사,"생각보다 식당 내부 공간이 커서 줄이 빨리 빠집니다.
아침 9시부터 줄이 있고, 바로 먹으려면 식사 시간을 피해서 가야 합니다.
주차장소가 협소해서 차 갖고 가시는건 비추예요
맛은 너무 맛있습니다. 출장중 몇번을 갔는지 몰라요
지금까지도 제주갔다가 기회되면 들러서 먹고 있습니다.",50,40,40,40,4
우진해장국,4,soojungp119,닭죽같은 맛,"고사리와 고기를 갈아서 만든 육개장
일반적인 육개장이 아닌 죽같다
맛은 닭죽같음
맛은 나쁘지 않지만 그렇다고 아주 맛있지도 않음.

아침부터 웨이팅이 길지만 회전율이 빨라서 생각보다 많이 기다리지 않았다",30,30,30,30,4
우진해장국,4,ray1279,아침식사로 방문,아침식사를 하기 위해 방문했습니다 종종 가는동네긴 하지만 이곳에 있는줄은 몰랐습니다 대기번호가 꽤 많았지만 생각보다 빨리 줄어드는 편입니다,40,40,40,40,4
우진해장국,4,Connector706652,줄을 왕왕서서 들어가지만,"음식이 왕왕빨리나오고
고사리 먹었는데
상상한 비주얼과 많이 달라서 당혹스러웠으나
신기하게 맛있음...부드럽고...죽처럼 걸죽한데 뜨거우니까 조심해서 먹어야합니다.",40,40,40,40,4
우진해장국,4,Choi-sang-yeon,우진해장국은 고사리추천,"우진해장국에서 고사리,몸국 해장국 시켜서 먹었는데 몸국은 처음 먹는맛이고 고사리는 진득하니 생각보다 맛있어 든든히 먹고 갑니다. 웨이팅 없이 먹어서 더좋았음. 10분정도는 웨이팅해서 다시 먹어도 될듯!",40,40,40,40,4
우진해장국,4,Passenger804858,산행후,"국이라기보단 죽을 먹는듯 했습니다. 고사리가 부드러웠습니다. 밥과 따로 먹어도 무난했습니다.
혼자 재방문 의사는 있으나 가족끼리나 친구들하고 갔을땐 생각을 해볼듯...",40,40,40,40,4
우진해장국,4,Tour818003,우진해장국,수요미식회에 나온곳이라 기대하고 갔어요. 주차공간이 있가하나 사람 몰리는 시간에는 공간이 협소합니다. 해장국이 맛이 없지는 않으나 익숙지 않아서 그런지 극찬할 맛도 아니였어요.,30,30,30,30,4
우진해장국,4,darcomc,맛있습니다,"제주 방문 할 때마다 가는곳입니다
주차하기도 편하고 음식도 빨리 나옵니다
먹고 나면 왠지 건강해지는 기분이 듭니다 따뜻하니 좋아요",50,50,50,50,4
